Czas (s),Kana³ 1 (g),Kana³ 2 (g),Kana³ 3 (g),Kana³ 4 (g)
1.423271163558177843e+00,1.696822540437677163e-02,7.250672955390335093e-03,1.439139668246447110e-02,2.245113580000000081e-02
1.423371168558427824e+00,1.319384053282587031e-02,3.512956784386627503e-03,9.818150331753570242e-03,1.677472270000000473e-02
1.423471173558677805e+00,1.232282863939105667e-02,2.606843773234209048e-03,9.876039526066361998e-03,2.080314490000000419e-02
1.423571178558927786e+00,1.232282863939105667e-02,5.042022490706326437e-03,1.178638293838864086e-02,1.915515400000000409e-02
1.423671183559177988e+00,1.679402302568980959e-02,4.135909479553908849e-03,1.161271535545026386e-02,1.848375030000000419e-02
1.423771188559427969e+00,1.423905480494766854e-02,2.720107899628264065e-03,1.143904777251186430e-02,1.769027320000000555e-02
1.423871193559677950e+00,2.056840789724071264e-02,5.551711059479553199e-03,1.057070985781993593e-02,2.635748460000000154e-02
1.423971198559927931e+00,1.778116983824928540e-02,6.571088197026026673e-03,1.294416682464457485e-02,2.287839270000000327e-02
1.424071203560177912e+00,2.080067773548999535e-02,7.986889776951671890e-03,1.334939118483414316e-02,1.939930080000000501e-02
1.424171208560427893e+00,1.650368572787820620e-02,6.854248513011163349e-03,1.421772909952609236e-02,2.092521830000000291e-02
1.424271213560677873e+00,1.749083254043768201e-02,7.363937081784390111e-03,1.363883715639812623e-02,2.159662200000000282e-02
1.424371218560928076e+00,1.940705870599429214e-02,3.909381226765798814e-03,1.149693696682465779e-02,1.598124560000000263e-02
1.424471223561178057e+00,2.016193568030446442e-02,1.115828531598512564e-02,1.242316407582940048e-02,1.866686040000000227e-02
1.424571228561428038e+00,3.276257440532825277e-02,8.609842472118971884e-03,2.203277033175358307e-02,2.544193410000000072e-02
1.424671233561678019e+00,2.910432445290199108e-02,1.251745483271376157e-02,1.908042142180097628e-02,2.312253950000000419e-02
1.424771238561928000e+00,3.404005851569933544e-02,1.897351003717472409e-02,2.203277033175358307e-02,2.531986070000000200e-02
1.424871243562177980e+00,4.304051474785917930e-02,1.608527481412640875e-02,2.984781156398106164e-02,2.098625500000000227e-02
1.424971248562427961e+00,4.472447107516650672e-02,1.976635892193308666e-02,2.990570075829385513e-02,1.622539240000000355e-02
1.425071253562678164e+00,4.565355042816364450e-02,1.772760464684016227e-02,2.851636009478675238e-02,2.678474150000000401e-02
1.425171258562928145e+00,5.116995908658419218e-02,2.038931161710037104e-02,3.673662568720380966e-02,1.964344760000000592e-02
1.425271263563178126e+00,6.243504624167459799e-02,2.458008429368029740e-02,3.934163943127964164e-02,1.878893380000000446e-02
1.425371268563428107e+00,6.435127240723120812e-02,2.712852713754647024e-02,4.397277497630333598e-02,2.531986070000000200e-02
1.425471273563678087e+00,6.771918506184584907e-02,2.639231031598513258e-02,4.489900208530807346e-02,2.202387890000000181e-02
1.425571278563928068e+00,7.097096279733586255e-02,2.639231031598513258e-02,4.408855336492892990e-02,2.306150280000000483e-02
1.425671283564178049e+00,7.381626831588962434e-02,2.809127221189591447e-02,4.646201033175356709e-02,2.232906240000000209e-02
1.425771288564428252e+00,7.381626831588962434e-02,2.888412109665427704e-02,4.866179971563983075e-02,2.214595230000000053e-02
1.425871293564678233e+00,7.846166508087534797e-02,3.250857314126394393e-02,5.219304056872039327e-02,2.123040180000000318e-02
1.425971298564928214e+00,8.119083568030446840e-02,3.137593187732342498e-02,4.866179971563983075e-02,2.300046610000000200e-02
1.426071303565178194e+00,7.683577621313035511e-02,2.933717760223048671e-02,5.149837023696683669e-02,2.318357620000000355e-02
1.426171308565428175e+00,8.072629600380590298e-02,2.888412109665427704e-02,4.634623194312798011e-02,1.854478700000000355e-02
1.426271313565678156e+00,7.532602226450998972e-02,3.171572425650557442e-02,4.819868616113745508e-02,2.666266810000000528e-02
1.426371318565928137e+00,7.666157383444337226e-02,2.537293317843867038e-02,4.651989952606636752e-02,2.629644789999999871e-02
1.426471323566178340e+00,7.910040713606089624e-02,2.622241412639406133e-02,5.144048104265405014e-02,2.470949370000000492e-02
1.426571328566428321e+00,7.491955004757372416e-02,3.228204488847584430e-02,5.045636473933651223e-02,2.110832840000000446e-02
1.426671333566678301e+00,7.114516517602281764e-02,2.395713159851301649e-02,4.981958360189574914e-02,2.361083310000000254e-02
1.426771338566928282e+00,7.445501037107515874e-02,2.361733921933084970e-02,4.669356710900475493e-02,2.196284220000000245e-02
1.426871343567178263e+00,7.131936755470978662e-02,2.373060334572490646e-02,4.675145630331754842e-02,1.830064020000000263e-02
1.426971348567428244e+00,7.062255803996193848e-02,2.871422490706320579e-02,4.489900208530807346e-02,2.135247520000000537e-02
1.427071353567678225e+00,6.998381598477640408e-02,2.622241412639406133e-02,4.935647004739338040e-02,2.202387890000000181e-02
1.427171358567928428e+00,7.027415328258801441e-02,2.820453633828996776e-02,4.379910739336494163e-02,2.086418160000000355e-02
1.427271363568178408e+00,7.689384367269268272e-02,2.446682016728624065e-02,4.837235374407584249e-02,2.379394320000000410e-02
1.427371368568428389e+00,7.248071674595622793e-02,2.673210269516728549e-02,4.773557260663508633e-02,2.300046610000000200e-02
1.427471373568678370e+00,7.114516517602281764e-02,2.463671635687732231e-02,4.906702407582939907e-02,2.153558530000000346e-02
1.427571378568928351e+00,7.625510161750712057e-02,3.058308299256505894e-02,5.265615412322276201e-02,2.385497990000000346e-02
1.427671383569178332e+00,7.613896669838247921e-02,2.486324460966543234e-02,4.663567791469195450e-02,1.524880520000000510e-02
1.427771388569428312e+00,7.015801836346337306e-02,2.707189507434945228e-02,4.565156161137442353e-02,1.903308060000000190e-02
1.427871393569678515e+00,7.300332388201710709e-02,2.752495157992565153e-02,4.403066417061612253e-02,1.946033750000000090e-02
1.427971398569928496e+00,6.748691522359656636e-02,2.197500938661709619e-02,4.350966142180096030e-02,2.306150280000000483e-02
1.428071403570178477e+00,6.382866527117030120e-02,2.316428271375465045e-02,4.206243156398105365e-02,2.531986070000000200e-02
1.428171408570428458e+00,6.104142721217887396e-02,2.367397128252787808e-02,4.119409364928911660e-02,2.556400750000000291e-02
1.428271413570678439e+00,5.807998677450047081e-02,2.186174526022306025e-02,3.245282530805689014e-02,2.220698900000000336e-02
1.428371418570928419e+00,4.995054243577545794e-02,1.835055734200744318e-02,3.251071450236968363e-02,1.830064020000000263e-02
1.428471423571178400e+00,4.664069724072311685e-02,1.733118020446097057e-02,2.793746815165878625e-02,1.988759440000000336e-02
1.428571428571428603e+00,4.530514567078972044e-02,1.648169925650557963e-02,3.135293061611376525e-02,2.104729170000000163e-02
1.428671433571678584e+00,4.292437982873453794e-02,1.415978466542751682e-02,2.915314123222751200e-02,1.927722740000000282e-02
1.428771438571928565e+00,4.635035994291151346e-02,1.789750083643122311e-02,2.932680881516589941e-02,2.202387890000000181e-02
1.428871443572178546e+00,4.449220123691722401e-02,1.393325641263940678e-02,3.007936834123224254e-02,2.763925530000000547e-02
1.428971448572428526e+00,4.356312188392007234e-02,1.495263355018587939e-02,2.990570075829385513e-02,2.843273240000000063e-02
1.429071453572678507e+00,3.566594738344434218e-02,2.010615130111525345e-02,2.892158445497632069e-02,2.269528260000000172e-02
1.429171458572928488e+00,3.740797117031399027e-02,9.629219609665425408e-03,2.579556796208532649e-02,2.220698900000000336e-02
1.429271463573178691e+00,3.369165375832540443e-02,1.466947323420074271e-02,2.429044890995261594e-02,2.385497990000000346e-02
1.429371468573428672e+00,3.102055061845860467e-02,1.087512500000000805e-02,2.070131886255924952e-02,2.171869540000000154e-02
1.429471473573678653e+00,3.258837202664129074e-02,1.076186087360595303e-02,1.844364028436021666e-02,2.086418160000000355e-02
1.429571478573928633e+00,3.061407840152235646e-02,9.459323420074362831e-03,1.983298094786732288e-02,1.787338330000000017e-02
1.429671483574178614e+00,2.893012207421502904e-02,1.070522881040892639e-02,2.006453772511851072e-02,1.909411730000000473e-02
1.429771488574428595e+00,3.067214586108467714e-02,1.189450213754648066e-02,2.301688663507111751e-02,2.391601660000000282e-02
1.429871493574678576e+00,3.316904662226449751e-02,1.398988847583643516e-02,2.220643791469196007e-02,3.001968660000000136e-02
1.429971498574928779e+00,2.927852683158895311e-02,1.778423671003716983e-02,2.452200568720380724e-02,2.080314490000000419e-02
1.430071503575178760e+00,2.654935623215985002e-02,1.059196468401487137e-02,2.365366777251185632e-02,2.147454860000000063e-02
1.430171508575428740e+00,2.637515385347288799e-02,6.967512639405218366e-03,2.168543516587678743e-02,1.878893380000000446e-02
1.430271513575678721e+00,2.434279276879161222e-02,1.229092657992565327e-02,1.803841592417062753e-02,2.312253950000000419e-02
1.430371518575928702e+00,2.660742369172217070e-02,7.533833271375471770e-03,2.191699194312797874e-02,2.019277790000000364e-02
1.430471523576178683e+00,1.963932854424357485e-02,8.326682156133835208e-03,1.659118606635073129e-02,1.921619070000000346e-02
1.430571528576428664e+00,2.265883644148428480e-02,8.723106598513007820e-03,1.688063203791471609e-02,2.293942940000000263e-02
1.430671533576678867e+00,1.592301113225499595e-02,9.119531040892199514e-03,1.566495895734599034e-02,2.177973210000000437e-02
1.430771538576928847e+00,1.992966584205518171e-02,6.344559944237916638e-03,1.172849374407584737e-02,2.080314490000000419e-02
1.430871543577178828e+00,1.598107859181731663e-02,6.231295817843861620e-03,1.201793971563983217e-02,1.750716310000000400e-02
1.430971548577428809e+00,1.685209048525213027e-02,6.627720260223054181e-03,1.566495895734599034e-02,2.336668630000000510e-02
1.431071553577678790e+00,2.010386822074214375e-02,7.590465334572499279e-03,1.410195071090048803e-02,1.854478700000000355e-02
1.431171558577928771e+00,1.226476117982873600e-02,5.495078996282525691e-03,1.126538018957348730e-02,2.062003480000000263e-02
1.431271563578178752e+00,1.156795166508086357e-02,3.003268215613380792e-03,1.086015582938389817e-02,2.342772300000000099e-02
1.431371568578428954e+00,1.406485242626070477e-02,4.249173605947962999e-03,1.091804502369671075e-02,2.330564960000000227e-02
1.431471573578678935e+00,9.245253282588005231e-03,3.415612453531735875e-04,1.028126388625595113e-02,2.379394320000000410e-02
1.431571578578928916e+00,4.193384300666022114e-03,4.249173605947962999e-03,6.286909478672997320e-03,2.043692470000000108e-02
1.431671583579178897e+00,-1.264956898192207482e-03,-1.527296840148690237e-03,-2.859583222748783137e-03,1.970448430000000181e-02
1.431771588579428878e+00,-7.826579828734544705e-03,-1.980353345724909439e-03,-1.007129004739318366e-03,1.964344760000000592e-02
1.431871593579678859e+00,-8.349186964795434276e-03,-3.452786988847581732e-03,-4.364702274881492386e-03,2.013174120000000428e-02
1.431971598579928839e+00,-1.282038135109419760e-02,-6.737446654275090069e-03,-5.696153744075804250e-03,2.000966780000000209e-02
1.432071603580179042e+00,-8.523389343482406719e-03,1.360938382899626407e-03,-2.049134502369646081e-03,2.068107150000000199e-02
1.432171608580429023e+00,-1.473660751665081814e-02,-5.604805390334562445e-03,-5.522486161137426380e-03,1.421118130000000555e-02
1.432271613580679004e+00,-1.973040903901046930e-02,-5.378277137546473227e-03,-6.738159241706132181e-03,2.165765870000000218e-02
1.432371618580928985e+00,-2.036915109419601064e-02,-1.470664776951662945e-03,-1.003784331753551466e-02,2.062003480000000263e-02
1.432471623581178966e+00,-1.920780190294957279e-02,-6.284390148698870866e-03,-8.359056682464427110e-03,1.976552100000000117e-02
1.432571628581428946e+00,-2.449194072312083775e-02,-1.098485139405204480e-02,-1.160085156398101523e-02,2.043692470000000108e-02
1.432671633581678927e+00,-2.547908753568030663e-02,-9.399153624535317927e-03,-1.351119497630329409e-02,1.860582370000000291e-02
1.432771638581929130e+00,-2.675657164605138583e-02,-1.426951105947955357e-02,-1.652143308056869264e-02,1.958241090000000309e-02
1.432871643582179111e+00,-2.739531370123692716e-02,-1.092821933085501643e-02,-1.414797611374405371e-02,2.403809000000000154e-02
1.432971648582429092e+00,-3.262138506184586451e-02,-4.698692379182143990e-03,-1.455320047393362203e-02,2.141351190000000126e-02
1.433071653582679073e+00,-3.076322635585157159e-02,-9.569049814126399586e-03,-1.478475725118481333e-02,1.750716310000000400e-02
1.433171658582929053e+00,-3.105356365366318538e-02,-8.379776486988845322e-03,-1.252707867298575792e-02,2.483156710000000711e-02
1.433271663583179034e+00,-3.134390095147478877e-02,-9.172625371747207892e-03,-1.229552189573456834e-02,2.391601660000000282e-02
1.433371668583429015e+00,-3.540862312083729868e-02,-1.240065297397768829e-02,-1.600043033175353735e-02,2.324461290000000291e-02
1.433471673583679218e+00,-3.384080171265461956e-02,-1.296697360594794256e-02,-1.773710616113741839e-02,1.610331900000000482e-02
1.433571678583929199e+00,-3.627963501427212273e-02,-8.719568866171008639e-03,-1.663721146919429697e-02,2.165765870000000218e-02
1.433671683584179180e+00,-3.686030960989534339e-02,-1.211749265799255161e-02,-1.930011440758291896e-02,2.226802570000000273e-02
1.433771688584429160e+00,-4.156377383444338769e-02,-1.517562407063197116e-02,-2.011056312796205905e-02,2.214595230000000053e-02
1.433871693584679141e+00,-3.744098420551856404e-02,-8.039984107806680269e-03,-2.057367668246443820e-02,2.800547550000000163e-02
1.433971698584929122e+00,-3.680224215033302271e-02,-1.432614312267658022e-02,-2.109467943127959350e-02,2.300046610000000200e-02
1.434071703585179103e+00,-4.121536907706946362e-02,-1.030526663568773552e-02,-2.335235800947864718e-02,2.141351190000000126e-02
1.434171708585429306e+00,-3.703451198858230542e-02,-1.483583169144980611e-02,-2.213668492890992143e-02,2.074210820000000136e-02
1.434271713585679286e+00,-4.063469448144624296e-02,-1.200422853159851741e-02,-1.582676274881513953e-02,1.921619070000000346e-02
1.434371718585929267e+00,-4.173797621313036360e-02,-1.534552026022305282e-02,-2.213668492890992143e-02,2.153558530000000346e-02
1.434471723586179248e+00,-4.051855956232160161e-02,-1.664805771375464302e-02,-1.727399260663505659e-02,1.738508970000000181e-02
1.434571728586429229e+00,-3.796359134157945014e-02,-1.443940724907063523e-02,-2.161568218009476613e-02,1.744612640000000117e-02
1.434671733586679210e+00,-3.418920647002855057e-02,-1.058842695167285311e-02,-1.715821421800945226e-02,1.976552100000000117e-02
1.434771738586929191e+00,-3.244718268315890247e-02,-8.209880297397761928e-03,-1.443742208530803678e-02,2.300046610000000200e-02
1.434871743587179393e+00,-2.443387326355851707e-02,-8.209880297397761928e-03,-1.287441383886253447e-02,2.287839270000000327e-02
1.434971748587429374e+00,-2.327252407231208964e-02,-6.454286338289953392e-03,-9.979954123222721171e-03,2.007070450000000492e-02
1.435071753587679355e+00,-1.955620666032350727e-02,-8.096616171003706910e-03,-1.090618123222746386e-02,1.848375030000000419e-02
1.435171758587929336e+00,-2.205310742150333805e-02,-4.075739684014863078e-03,-1.154296236966822348e-02,2.147454860000000063e-02
1.435271763588179317e+00,-1.467854005708848705e-02,-3.905843494423780551e-03,-9.922064928909929415e-03,2.440431020000000117e-02
1.435371768588429298e+00,-1.653669876308278691e-02,-4.698692379182143990e-03,-8.243278293838841864e-03,2.220698900000000336e-02
1.435471773588679278e+00,-1.456240513796384570e-02,1.021146003717482171e-03,-3.496364360189542757e-03,2.190180550000000309e-02
1.435571778588929481e+00,-3.006980685061856010e-03,2.776739962825291140e-03,-2.975361611374388766e-03,1.677472270000000473e-02
1.435671783589179462e+00,-4.554024738344714980e-05,3.682852973977689213e-03,2.813557819905237838e-03,2.318357620000000355e-02
1.435771788589429443e+00,4.483721598477627239e-03,3.682852973977689213e-03,8.660366445497657065e-03,2.055899810000000327e-02
1.435871793589679424e+00,4.715991436726931635e-03,7.080776765799252567e-03,1.366327962085320778e-03,2.177973210000000437e-02
1.435971798589929405e+00,5.064396194100856570e-03,5.721607249070635726e-03,3.624006540284374894e-03,2.281735600000000391e-02
1.436071803590179385e+00,7.038689819219789111e-03,9.119531040892199514e-03,5.881685118483429009e-03,2.342772300000000099e-02
1.436171808590429366e+00,9.593658039961931033e-03,2.550211710037181539e-03,4.839679620853101077e-03,2.269528260000000172e-02
1.436271813590679569e+00,9.883995337773536158e-03,7.590465334572499279e-03,6.229020284360204697e-03,2.116936510000000035e-02
1.436371818590929550e+00,1.011626517602283969e-02,5.721607249070635726e-03,9.123480000000018866e-03,1.897204390000000254e-02
1.436471823591179531e+00,8.896848525214079428e-03,2.550211710037181539e-03,9.355036777251208441e-03,2.062003480000000263e-02
1.436571828591429512e+00,6.748352521408184854e-03,2.606843773234209048e-03,5.997463507109034205e-03,2.080314490000000419e-02
1.436671833591679492e+00,8.432308848715512270e-03,7.080776765799252567e-03,9.007701611374433620e-03,2.629644789999999871e-02
1.436771838591929473e+00,9.361388201712646587e-03,2.776739962825291140e-03,8.370920473933674000e-03,2.153558530000000346e-02
1.436871843592179454e+00,5.006328734538535892e-03,7.420569144981417620e-03,5.071236398104291519e-03,2.287839270000000327e-02
1.436971848592429657e+00,7.677431874405320038e-03,2.890004089219325775e-03,1.219160729857820917e-02,2.580815430000000729e-02
1.437071853592679638e+00,1.000013025689817751e-02,4.758862174721189761e-03,1.039704227488153637e-02,2.086418160000000355e-02
1.437171858592929619e+00,1.092920960989533265e-02,3.286428531598517902e-03,7.907806919431291381e-03,2.055899810000000327e-02
1.437271863593179599e+00,8.141971550903886329e-03,3.173164405204462885e-03,7.328914976303346068e-03,2.550297080000000355e-02
1.437371868593429580e+00,8.025836631779244973e-03,4.475701858736073034e-03,9.007701611374433620e-03,2.336668630000000510e-02
1.437471873593679561e+00,1.116147944814461709e-02,5.664975185873608217e-03,1.184427213270143261e-02,2.525882399999999917e-02
1.437571878593929542e+00,1.034853501427212413e-02,9.459323420074362831e-03,7.907806919431291381e-03,2.080314490000000419e-02
1.437671883594179745e+00,1.162601912464318425e-02,3.852749163568771739e-03,8.660366445497657065e-03,2.220698900000000336e-02
1.437771888594429726e+00,9.245253282588005231e-03,4.022645353159853832e-03,4.434455260663532766e-03,1.750716310000000400e-02
1.437871893594679706e+00,1.040660247383444481e-02,3.796117100371744230e-03,9.239258388625604113e-03,1.671368600000000537e-02
1.437971898594929687e+00,1.174215404376782561e-02,7.024144702602225059e-03,7.271025781990532628e-03,2.196284220000000245e-02
1.438071903595179668e+00,1.156795166508086357e-02,2.776739962825291140e-03,6.981579810426569513e-03,2.544193410000000072e-02
1.438171908595429649e+00,1.365838020932443747e-02,6.627720260223054181e-03,8.544588056872051002e-03,1.982655770000000400e-02
1.438271913595679630e+00,8.664578686964796717e-03,5.891503438661717384e-03,5.302793175355462012e-03,2.593022770000000254e-02
1.438371918595929833e+00,6.516082683158901274e-03,3.739485037174716722e-03,1.114960180094788124e-02,2.019277790000000364e-02
1.438471923596179813e+00,1.000013025689817751e-02,5.211918680297408964e-03,5.418571563981068075e-03,2.043692470000000108e-02
1.438571928596429794e+00,8.141971550903886329e-03,4.702230111524162252e-03,4.550233649289118013e-03,1.787338330000000017e-02
1.438671933596679775e+00,6.632217602283542630e-03,-5.645517657992447057e-04,4.781790426540308454e-03,2.434327350000000528e-02
1.438771938596929756e+00,9.883995337773536158e-03,5.268550743494436472e-03,8.486698862559259246e-03,2.324461290000000291e-02
1.438871943597179737e+00,8.780713606089438072e-03,1.587466635687736008e-03,9.297147582938416685e-03,2.464845700000000556e-02
1.438971948597429718e+00,5.354733491912461694e-03,3.229796468401490393e-03,5.650128341232237700e-03,1.799545670000000236e-02
1.439071953597679920e+00,5.645070789724065952e-03,-1.414032713754635436e-03,5.823795924170636386e-03,1.653057590000000382e-02
1.439171958597929901e+00,5.587003330161745274e-03,6.571088197026026673e-03,8.023585308056897444e-03,2.025381460000000300e-02
1.439271963598179882e+00,4.715991436726931635e-03,6.813536245353178774e-04,5.129125592417084142e-03,2.153558530000000346e-02
1.439371968598429863e+00,1.406146241674586421e-03,5.840092936803658588e-05,8.370920473933674000e-03,2.690681490000000273e-02
1.439471973598679844e+00,5.412800951474782372e-03,6.401192007434944146e-03,1.076881990521358096e-03,1.946033750000000090e-02
1.439571978598929824e+00,3.496574785918170943e-03,4.135909479553908849e-03,7.155247393364947382e-03,2.715096170000000017e-02
1.439671983599179805e+00,4.077249381541380759e-03,3.003268215613380792e-03,1.033915308056874462e-02,2.684577820000000684e-02
1.439771988599430008e+00,4.657923977164590140e-03,8.723106598513007820e-03,1.424217156398134001e-03,2.159662200000000282e-02
1.439871993599679989e+00,5.122463653663178115e-03,1.757362825278818317e-03,3.392449763033204835e-03,1.805649340000000172e-02
1.439971998599929970e+00,5.528935870599424596e-03,5.721607249070635726e-03,6.402687867298603383e-03,2.531986070000000200e-02
1.440072003600179951e+00,6.922554900095147755e-03,3.796117100371744230e-03,5.071236398104291519e-03,2.141351190000000126e-02
1.440172008600429931e+00,5.296666032350141017e-03,2.097155204460962336e-03,4.202898483412341457e-03,2.342772300000000099e-02
1.440272013600679912e+00,5.064396194100856570e-03,2.436947583643126955e-03,8.428809668246465756e-03,2.348875970000000382e-02
1.440372018600929893e+00,6.458015223596559780e-03,2.890004089219325775e-03,8.486698862559259246e-03,2.000966780000000209e-02
1.440472023601180096e+00,1.156795166508086357e-02,1.530834572490708716e-03,5.939574312796221632e-03,2.074210820000000136e-02
1.440572028601430077e+00,7.154824738344431334e-03,4.532333921933080594e-03,8.544588056872051002e-03,2.940931960000000081e-02
1.440672033601680058e+00,6.980622359657468433e-03,2.436947583643126955e-03,5.360682369668275452e-03,2.068107150000000199e-02
1.440772038601930038e+00,5.761205708848708175e-03,6.514456133828999164e-03,9.818150331753570242e-03,2.397705330000000218e-02
1.440872043602180019e+00,8.548443767840153626e-03,3.286428531598517902e-03,8.891923222748827557e-03,2.080314490000000419e-02
1.440972048602430000e+00,4.077249381541380759e-03,2.849291821561461872e-04,3.739784928909980523e-03,1.854478700000000355e-02
1.441072053602679981e+00,6.283812844909596879e-03,2.720107899628264065e-03,5.881685118483429009e-03,2.281735600000000391e-02
1.441172058602930184e+00,7.561296955280677815e-03,5.891503438661717384e-03,1.300205601895736661e-02,2.892102600000000245e-02
1.441272063603180165e+00,4.715991436726931635e-03,3.173164405204462885e-03,7.676250142180121756e-03,1.952137420000000373e-02
1.441372068603430145e+00,6.399947764034238235e-03,3.739485037174716722e-03,6.576355450236981252e-03,1.695783280000000282e-02
1.441472073603680126e+00,1.121954690770693777e-02,4.419069795539045525e-03,9.470815165876793687e-03,2.165765870000000218e-02
1.441572078603930107e+00,2.799765271170309364e-03,2.946636152416353283e-03,2.408333459715669526e-03,2.068107150000000199e-02
1.441672083604180088e+00,5.470868411037103918e-03,6.684352323420080823e-03,5.418571563981068075e-03,2.464845700000000556e-02
1.441772088604430069e+00,3.206237488106566252e-03,5.608343122676580708e-03,7.734139336492914379e-03,2.232906240000000209e-02
1.441872093604680272e+00,4.019181921979059213e-03,3.173164405204462885e-03,9.007701611374433620e-03,2.367186980000000190e-02
1.441972098604930252e+00,8.780713606089438072e-03,8.609842472118971884e-03,8.313031279620880509e-03,2.733407180000000172e-02
1.442072103605180233e+00,3.090102568981924463e-03,4.815494237918217270e-03,1.404406151658769454e-02,2.385497990000000346e-02
1.442172108605430214e+00,9.593658039961931033e-03,7.760361524163581805e-03,6.460577061611396006e-03,2.116936510000000035e-02
1.442272113605680195e+00,8.025836631779244973e-03,1.644098698884763517e-03,7.444693364928931315e-03,2.196284220000000245e-02
1.442372118605930176e+00,7.154824738344431334e-03,5.114574349442356765e-04,5.592239146919445944e-03,2.257320920000000300e-02
1.442472123606180157e+00,1.174215404376782561e-02,-1.017608271375463908e-03,7.039469004739362136e-03,2.190180550000000309e-02
1.442572128606430359e+00,9.245253282588005231e-03,5.155286617100381455e-03,9.412925971564001931e-03,2.452638360000000337e-02
1.442672133606680340e+00,9.942062797335856836e-03,4.419069795539045525e-03,1.242316407582940048e-02,2.745614520000000044e-02
1.442772138606930321e+00,1.203249134157945155e-02,9.629219609665425408e-03,1.097593421800950424e-02,2.239009910000000145e-02
1.442872143607180302e+00,1.150988420551854290e-02,1.081849293680298141e-02,9.876039526066361998e-03,1.238008030000000217e-02
1.442972148607430283e+00,6.922554900095147755e-03,8.213418029739780191e-03,1.074437744075831293e-02,2.055899810000000327e-02
1.443072153607680264e+00,1.336804291151283235e-02,6.514456133828999164e-03,8.486698862559259246e-03,2.104729170000000163e-02
1.443172158607930244e+00,1.058080485252140684e-02,4.928758364312272287e-03,1.068648824644552117e-02,2.037588800000000519e-02
1.443272163608180447e+00,1.063887231208372926e-02,9.855747862453535443e-03,8.023585308056897444e-03,2.409912670000000437e-02
1.443372168608430428e+00,1.162601912464318425e-02,5.608343122676580708e-03,1.057070985781993593e-02,2.196284220000000245e-02
1.443472173608680409e+00,9.767860418648893067e-03,7.703729460966554296e-03,8.370920473933674000e-03,2.129143850000000254e-02
1.443572178608930390e+00,1.447132464319695125e-02,3.966013289962826323e-03,9.470815165876793687e-03,1.817856680000000044e-02
1.443672183609180371e+00,1.301963815413890828e-02,7.986889776951671890e-03,1.051282066350712162e-02,2.354979640000000318e-02
1.443772188609430351e+00,1.551653891531874947e-02,5.155286617100381455e-03,1.352305876777254098e-02,1.964344760000000592e-02
1.443872193609680332e+00,1.650368572787820620e-02,4.815494237918217270e-03,1.120749099526067473e-02,2.379394320000000410e-02
1.443972198609930535e+00,1.783923729781160608e-02,4.702230111524162252e-03,1.230738568720381523e-02,2.672370480000000464e-02
1.444072203610180516e+00,1.301963815413890828e-02,3.116532342007435376e-03,1.213371810426541741e-02,2.062003480000000263e-02
1.444172208610430497e+00,1.505199923882016150e-02,3.626220910780682087e-03,1.242316407582940048e-02,2.245113580000000081e-02
1.444272213610680478e+00,1.127761436726925845e-02,7.590465334572499279e-03,1.004970710900476155e-02,1.939930080000000501e-02
1.444372218610930458e+00,1.929092378686965079e-02,7.250672955390335093e-03,1.149693696682465779e-02,1.964344760000000592e-02
1.444472223611180439e+00,1.661982064700284756e-02,5.834871375464689876e-03,1.323361279620855792e-02,2.141351190000000126e-02
1.444572228611430420e+00,1.830377697431017497e-02,5.114574349442356765e-04,1.091804502369671075e-02,1.872789710000000163e-02
1.444672233611680623e+00,1.528426907706944421e-02,7.477201208178444261e-03,1.427561829383888585e-02,2.330564960000000227e-02
1.444772238611930604e+00,1.458745956232159260e-02,6.231295817843861620e-03,1.502817781990523072e-02,1.866686040000000227e-02
1.444872243612180585e+00,1.667788810656516824e-02,5.948135501858744893e-03,1.068648824644552117e-02,2.123040180000000318e-02
1.444972248612430565e+00,2.277497136060894697e-02,6.627720260223054181e-03,9.933928720379176305e-03,1.884997050000000382e-02
1.445072253612680546e+00,2.898818953377734972e-02,1.081849293680298141e-02,2.046976208530808250e-02,2.116936510000000035e-02
1.445172258612930527e+00,3.496913786869646629e-02,1.478273736059479773e-02,2.440622729857822373e-02,1.665264930000000601e-02
1.445272263613180508e+00,3.665309419600379370e-02,1.653833131970260800e-02,2.504300843601897988e-02,2.373290650000000127e-02
1.445372268613430711e+00,4.280824490960989659e-02,1.823729321561338990e-02,2.712701943127963575e-02,1.775130990000000492e-02
1.445472273613680692e+00,4.478253853472882740e-02,1.410315260223048844e-02,2.463778407582939076e-02,2.263424590000000236e-02
1.445572278613930672e+00,4.507287583254043772e-02,1.534905799256505200e-02,3.181604417061613399e-02,2.293942940000000263e-02
1.445672283614180653e+00,5.686057012369170882e-02,2.163521700743495368e-02,2.967414398104267423e-02,2.177973210000000437e-02
1.445772288614430634e+00,6.104142721217887396e-02,2.865759284386617742e-02,3.945741781990522168e-02,2.550297080000000355e-02
1.445872293614680615e+00,6.591909381541387336e-02,2.593925381040892292e-02,4.015208815165878520e-02,2.263424590000000236e-02
1.445972298614930596e+00,7.085482787821122119e-02,2.339081096654276049e-02,4.460955611374409213e-02,2.641852130000000090e-02
1.446072303615180799e+00,7.277105404376782438e-02,2.950707379182156836e-02,4.744612663507110500e-02,1.714094290000000437e-02
1.446172308615430779e+00,7.079676041864889358e-02,2.746831951672863356e-02,4.565156161137442353e-02,2.232906240000000209e-02
